implementation,version,name,cold_ns,warm_ns,parse_ns,compile_ns,memory,exit_status
boon,0.6,lerna-invalid,473250,410375,1297500,5414750,4688,0
boon,0.6,nest-cli,633667,578250,1945334,9087625,6128,0
boon,0.6,nest-cli-invalid,951917,829791,2139250,9182375,6260,0
boon,0.6,omnisharp,821833,703750,2584667,7700583,6892,0
boon,0.6,omnisharp-invalid,1016625,907584,2731375,7471917,6892,0
boon,0.6,pre-commit-hooks,1479500,1333375,2377875,7073375,5564,0
boon,0.6,pre-commit-hooks-invalid,1714333,1579959,2544875,6666292,5692,0
boon,0.6,pulumi,1663709,1484375,6596417,6733750,14400,0
boon,0.6,pulumi-invalid,2551125,2023834,6391208,6203042,14148,0
boon,0.6,semantic-release,685458,622958,2361000,5241084,6304,0
boon,0.6,semantic-release-invalid,1169834,953625,2486584,5119375,6556,0
boon,0.6,stale,816125,428833,1547625,5042084,4124,0
boon,0.6,stale-invalid,749084,685000,1709834,5314000,4380,0
boon,0.6,stylecop-rmUniqueItems,632250,541292,2356125,6968667,6748,0
boon,0.6,stylecop-rmUniqueItems-invalid,915666,786750,2374000,6972833,6584,0
boon,0.6,tmuxinator,330792,300250,1671625,5621792,5572,0
boon,0.6,tmuxinator-invalid,372875,311208,1675125,5643542,5468,0
boon,0.6,ui5,2202167,2489791,2966334,32973916,10536,0
boon,0.6,ui5-invalid,3051250,2809542,2840459,34187750,10276,0
boon,0.6,unreal-engine-uproject-rmUniqueItems,836125,755166,2344667,6271750,6468,0
boon,0.6,unreal-engine-uproject-rmUniqueItems-invalid,1043625,888291,2422042,6746166,6596,0
boon,0.6,vercel,743291,533083,1875583,17824458,7968,0
boon,0.6,vercel-invalid,1459250,694292,2239542,17179750,8168,0
boon,0.6,yamllint,148084,125667,2484292,4592458,6924,0
boon,0.6,yamllint-invalid,396084,347708,2654875,4657500,6920,0
boon,0.6,zschema-advanced-rmUniqueItems-invalid,26856542,24657792,33378541,5711083,52628,0
boon,0.6,zschema-advanced-rmUniqueItems-valid,26514458,24340708,24762875,5073583,43284,0
boon,0.6,zschema-basic-rmUniqueItems-invalid,519083,467958,2918541,3157541,5652,0
boon,0.6,zschema-basic-rmUniqueItems-valid,390208,353875,2697333,4636625,5524,0
corvus,4.2.3,ajv-cosmicrealms-rmUniqueItems-invalid,129161200,12864300,63649100,5123885419,220304,0
corvus,4.2.3,ajv-cosmicrealms-rmUniqueItems-valid,148843900,28192100,50077800,4689595586,219488,0
corvus,4.2.3,ansible-meta,140232700,2826600,10092000,9644778129,229820,0
corvus,4.2.3,ansible-meta-invalid,135979700,1977300,9602000,9358294740,223212,0
corvus,4.2.3,aws-cdk,22056600,227200,11892500,4422364794,225160,0
corvus,4.2.3,aws-cdk-invalid,18693500,278900,10026600,4388837794,222584,0
corvus,4.2.3,babelrc,29675900,516100,10570500,4617556668,217932,0
corvus,4.2.3,babelrc-invalid,29906300,448000,10663200,4829391877,223356,0
corvus,4.2.3,clang-format,111744400,2110300,9212000,6601722489,230660,0
corvus,4.2.3,clang-format-invalid,109319300,969200,8731700,6548451462,228836,0
corvus,4.2.3,cmake-presets,250219200,29794900,27786400,8863907379,229932,0
corvus,4.2.3,cmake-presets-invalid,375379700,67241700,28500700,8763320490,227468,0
corvus,4.2.3,code-climate,29139600,822800,17311400,4499888460,226264,0
corvus,4.2.3,code-climate-invalid,31177500,1496800,19340600,4400757002,227720,0
corvus,4.2.3,cypress,50514300,1069800,12988500,5684661836,234944,0
corvus,4.2.3,cypress-invalid,45800300,562500,10152200,5463693711,235520,0
corvus,4.2.3,deno-rmUniqueItems,65716700,1149700,15223200,5452696405,227224,0
corvus,4.2.3,deno-rmUniqueItems-invalid,60664500,1748100,12889600,5330101085,228620,0
corvus,4.2.3,dependabot,45687500,2188900,13984400,4953478294,226424,0
corvus,4.2.3,dependabot-invalid,40810100,1213000,12359500,4689070919,230936,0
corvus,4.2.3,draft-04-rmUniqueItems,231820300,38684300,56078400,4659326253,222364,0
corvus,4.2.3,draft-04-rmUniqueItems-invalid,122108200,12676700,52149500,4515955988,219040,0
corvus,4.2.3,example-address-invalid,42424800,5171500,22576800,4028598586,221144,0
corvus,4.2.3,example-address-valid,54098200,5801700,24045800,4155691336,219752,0
corvus,4.2.3,example-blogpost-invalid,79730700,6981200,48364300,4249037002,217992,0
corvus,4.2.3,example-blogpost-valid,77153200,9324900,37027300,4156352544,233480,0
corvus,4.2.3,example-calendar-invalid,75268000,6175800,51281800,4126293279,224220,0
corvus,4.2.3,example-calendar-valid,68632200,9708700,32139600,4158320627,220944,0
corvus,4.2.3,example-devicetype-invalid,62668900,4900900,37724100,4350194210,221936,0
corvus,4.2.3,example-devicetype-valid,60485700,8098000,22393500,4371795627,219128,0
corvus,4.2.3,example-health-record-invalid,97666700,7753100,60811300,4575269628,221248,0
corvus,4.2.3,example-health-record-valid,92153900,11073000,43514200,4499319571,220904,0
corvus,4.2.3,example-job-posting-invalid,52878800,3807600,35763000,4556143669,228552,0
corvus,4.2.3,example-job-posting-valid,49841500,5077400,23945000,4273711669,225788,0
corvus,4.2.3,example-movie-invalid,62413900,4207000,42533400,4244056586,216932,0
corvus,4.2.3,example-movie-valid,52308100,5817700,26155400,4048516877,216792,0
corvus,4.2.3,example-userprofile-invalid,58575600,3538700,39315400,4291972169,225224,0
corvus,4.2.3,example-userprofile-valid,51133300,5069700,26104400,4328430294,216712,0
corvus,4.2.3,fabric-mod,54704400,2344100,12941600,5054014127,231400,0
corvus,4.2.3,fabric-mod-invalid,50496000,1175000,12752500,5275657919,233520,0
corvus,4.2.3,geojson,678031800,74496900,337361700,9957432546,275980,0
corvus,4.2.3,geojson-invalid,596124700,45882900,325523100,10198267004,277536,0
corvus,4.2.3,gitpod-configuration,43166800,1353700,12069400,5064660127,231024,0
corvus,4.2.3,gitpod-configuration-invalid,41677500,832200,11957000,4711782461,228588,0
corvus,4.2.3,importmap,21681200,421800,12673400,4384336669,220896,0
corvus,4.2.3,importmap-invalid,20976000,225300,12767500,4445580446,219316,0
corvus,4.2.3,jasmine,23584900,677500,10222800,4585070544,221632,0
corvus,4.2.3,jasmine-invalid,23315500,404600,10845000,4631689460,217820,0
corvus,4.2.3,jsck-complex-invalid,72484600,5318000,24407100,4725994294,222728,0
corvus,4.2.3,jsck-complex-valid,98914400,13455700,27348300,4973878586,230088,0
corvus,4.2.3,jsck-medium-invalid,81465400,7329700,49186700,4386143071,220336,0
corvus,4.2.3,jsck-medium-valid,91032400,12531500,42962300,4541629794,222828,0
corvus,4.2.3,jsconfig-rmUniqueItems,96539800,2499300,11350600,6533043253,231824,0
corvus,4.2.3,jsconfig-rmUniqueItems-invalid,87108700,1414400,11034000,6493879628,224468,0
corvus,4.2.3,jshintrc,73697300,4824800,11680500,5145989044,232240,0
corvus,4.2.3,jshintrc-invalid,56475700,1713700,12626000,5050572919,224012,0
corvus,4.2.3,katydid-conf-invalid,62174000,5879700,37044900,4523074335,218188,0
corvus,4.2.3,katydid-conf-valid,72014500,8229100,39116700,4468340044,222052,0
corvus,4.2.3,lazygit-rmUniqueItems,116897400,2076100,9608300,7795578712,230136,0
corvus,4.2.3,lazygit-rmUniqueItems-invalid,102026000,685800,9756300,7512560572,230836,0
corvus,4.2.3,lerna,25852100,628200,10464600,4778445835,221820,0
corvus,4.2.3,lerna-invalid,26550600,509200,10911200,4377973752,217160,0
corvus,4.2.3,nest-cli,43028500,1054300,12274300,4805375253,227244,0
corvus,4.2.3,nest-cli-invalid,43407300,744500,11510000,5028650169,231196,0
corvus,4.2.3,omnisharp,74184700,2295600,12188300,5396680196,224464,0
corvus,4.2.3,omnisharp-invalid,69171400,1244100,14166500,5593877461,229312,0
corvus,4.2.3,pre-commit-hooks,64819400,8574900,12228500,4666310210,222844,0
corvus,4.2.3,pre-commit-hooks-invalid,43115200,2543500,13453100,4691972086,231668,0
corvus,4.2.3,pulumi,47370400,2405300,18349400,4874609836,228104,0
corvus,4.2.3,pulumi-invalid,47415900,1862900,17855200,5222294072,235636,0
corvus,4.2.3,semantic-release,27232300,546700,12232300,4838468919,220244,0
corvus,4.2.3,semantic-release-invalid,27479000,461500,12467700,4713080086,220992,0
corvus,4.2.3,stale,30112700,797500,10901100,4326269794,221924,0
corvus,4.2.3,stale-invalid,29787400,428100,12499900,4710582336,221896,0
corvus,4.2.3,stylecop-rmUniqueItems,50034400,1314000,11607500,5069197544,230944,0
corvus,4.2.3,stylecop-rmUniqueItems-invalid,47906300,1151500,11522200,4991141738,231404,0
corvus,4.2.3,tmuxinator,24913900,582800,10279500,4619727710,223736,0
corvus,4.2.3,tmuxinator-invalid,24898300,439000,10800700,4710636253,218192,0
corvus,4.2.3,ui5,226678100,4893500,13008200,13606135923,226504,0
corvus,4.2.3,ui5-invalid,218078000,3639500,13472700,13044236534,226248,0
corvus,4.2.3,unreal-engine-uproject-rmUniqueItems,38761900,1861200,12852400,4713640752,225268,0
corvus,4.2.3,unreal-engine-uproject-rmUniqueItems-invalid,36637200,1090600,12082100,4820870752,223364,0
corvus,4.2.3,vercel,84786900,1998900,10760400,8088454947,230560,0
corvus,4.2.3,vercel-invalid,78344600,1083000,10937900,8379616129,232200,0
corvus,4.2.3,yamllint,16931700,319100,12467500,4559450669,227600,0
corvus,4.2.3,yamllint-invalid,17098700,336400,11974000,4388991585,217692,0
corvus,4.2.3,zschema-advanced-rmUniqueItems-invalid,122133300,13095700,58651900,5134554252,224592,0
corvus,4.2.3,zschema-advanced-rmUniqueItems-valid,144512600,26958200,43469200,5397291530,219444,0
corvus,4.2.3,zschema-basic-rmUniqueItems-invalid,21256800,331600,12180800,4164949419,218988,0
corvus,4.2.3,zschema-basic-rmUniqueItems-valid,22483100,591300,12341100,4390215418,221612,0
go-kaptinlin,0.9.2,ajv-cosmicrealms-rmUniqueItems-invalid,231773709,233648625,56536709,247042,87484,0
go-kaptinlin,0.9.2,ajv-cosmicrealms-rmUniqueItems-valid,232862667,235287125,45759250,358750,62072,0
go-kaptinlin,0.9.2,ansible-meta,69429875,61659125,1142291,1424458,15892,0
go-kaptinlin,0.9.2,ansible-meta-invalid,63928208,56359750,1741625,1248875,17744,0
go-kaptinlin,0.9.2,aws-cdk,2156250,2034000,3962833,255417,17496,0
go-kaptinlin,0.9.2,aws-cdk-invalid,2744625,1850959,2136375,679000,17136,0
go-kaptinlin,0.9.2,babelrc,9799208,7264792,1958459,408375,15912,0
go-kaptinlin,0.9.2,babelrc-invalid,12138042,9075208,2076500,363500,17636,0
go-kaptinlin,0.9.2,clang-format,5061334,3659750,530458,1466125,18040,0
go-kaptinlin,0.9.2,clang-format-invalid,5484166,3842375,752000,1593834,17960,0
go-kaptinlin,0.9.2,cmake-presets,1773896501,1915877917,19482416,2300583,43648,0
go-kaptinlin,0.9.2,cmake-presets-invalid,1875444209,1886208335,18018125,2673917,48416,0
go-kaptinlin,0.9.2,code-climate,5782625,5985334,8867334,813542,28520,0
go-kaptinlin,0.9.2,code-climate-invalid,23254000,22602333,10759667,459500,35448,0
go-kaptinlin,0.9.2,cypress,14819750,12664667,4650000,1227416,19884,0
go-kaptinlin,0.9.2,cypress-invalid,17485125,14061083,2190833,702959,17260,0
go-kaptinlin,0.9.2,deno-rmUniqueItems,12845458,14097000,8201542,1125500,27076,0
go-kaptinlin,0.9.2,deno-rmUniqueItems-invalid,18349625,14757875,4643042,1007250,18640,0
go-kaptinlin,0.9.2,dependabot,16705625,15075416,5123459,445792,20284,0
go-kaptinlin,0.9.2,dependabot-invalid,18924834,15695625,4515083,809375,21920,0
go-kaptinlin,0.9.2,draft-04-rmUniqueItems,376187167,376281625,43527917,372500,85652,0
go-kaptinlin,0.9.2,draft-04-rmUniqueItems-invalid,377992501,388101375,42170000,484541,86848,0
go-kaptinlin,0.9.2,example-address-invalid,40542334,42689917,11869208,552333,28440,0
go-kaptinlin,0.9.2,example-address-valid,36046958,34408875,12660708,243416,26124,0
go-kaptinlin,0.9.2,example-blogpost-invalid,98746250,102678000,39852458,712875,58708,0
go-kaptinlin,0.9.2,example-blogpost-valid,97917125,97888958,24449875,339375,43404,0
go-kaptinlin,0.9.2,example-calendar-invalid,80025750,83157083,46330291,490166,64440,0
go-kaptinlin,0.9.2,example-calendar-valid,74651459,80751792,22713542,277667,40804,0
go-kaptinlin,0.9.2,example-devicetype-invalid,94283417,97930208,30456584,294125,45576,0
go-kaptinlin,0.9.2,example-devicetype-valid,88623666,86445834,10257792,562875,24360,0
go-kaptinlin,0.9.2,example-health-record-invalid,132408750,130471333,53850000,671500,64636,0
go-kaptinlin,0.9.2,example-health-record-valid,118062958,130019208,30218958,799125,54236,0
go-kaptinlin,0.9.2,example-job-posting-invalid,46838792,51309334,29440792,214833,45000,0
go-kaptinlin,0.9.2,example-job-posting-valid,39059334,41149166,12792292,284583,26092,0
go-kaptinlin,0.9.2,example-movie-invalid,52969000,55288458,34849250,252292,49980,0
go-kaptinlin,0.9.2,example-movie-valid,47744084,48560875,14293917,397709,29016,0
go-kaptinlin,0.9.2,example-userprofile-invalid,56171959,62886791,32739375,237708,45768,0
go-kaptinlin,0.9.2,example-userprofile-valid,53291917,51353708,13888000,422542,28440,0
go-kaptinlin,0.9.2,fabric-mod,36721625,36569042,5611292,1055208,26024,0
go-kaptinlin,0.9.2,fabric-mod-invalid,41040375,38369375,6896208,648459,21936,0
go-kaptinlin,0.9.2,geojson,2678767084,2805822876,210040458,1933250,646688,0
go-kaptinlin,0.9.2,geojson-invalid,2645194543,2736868168,211488916,1831083,939356,0
go-kaptinlin,0.9.2,gitpod-configuration,13445459,11646666,4043459,605625,18380,0
go-kaptinlin,0.9.2,gitpod-configuration-invalid,14956500,12684750,4478666,731334,20320,0
go-kaptinlin,0.9.2,importmap,10846250,8857958,4162125,563291,19384,0
go-kaptinlin,0.9.2,importmap-invalid,11129541,10580708,5673000,284125,17732,0
go-kaptinlin,0.9.2,jasmine,7956708,6714875,1590625,315583,20248,0
go-kaptinlin,0.9.2,jasmine-invalid,8936042,7542500,2253209,469667,16636,0
go-kaptinlin,0.9.2,jsck-complex-invalid,150098376,147561000,17456708,630667,38732,0
go-kaptinlin,0.9.2,jsck-complex-valid,176255959,171437583,19429084,690750,40964,0
go-kaptinlin,0.9.2,jsck-medium-invalid,104261417,102518459,38813916,404250,81008,0
go-kaptinlin,0.9.2,jsck-medium-valid,94724250,94399750,29169000,350042,70792,0
go-kaptinlin,0.9.2,jsconfig-rmUniqueItems,31886500,25721917,2782000,1346500,18180,0
go-kaptinlin,0.9.2,jsconfig-rmUniqueItems-invalid,34191542,28593375,3223209,1269542,19480,0
go-kaptinlin,0.9.2,jshintrc,19326416,17769083,5101541,498167,19652,0
go-kaptinlin,0.9.2,jshintrc-invalid,22307708,18369792,5405667,639375,20272,0
go-kaptinlin,0.9.2,katydid-conf-invalid,77163459,78037292,22279542,478041,48220,0
go-kaptinlin,0.9.2,katydid-conf-valid,75029250,82543542,26211167,261708,51832,0
go-kaptinlin,0.9.2,lazygit-rmUniqueItems,7124500,5437375,826291,2660709,17672,0
go-kaptinlin,0.9.2,lazygit-rmUniqueItems-invalid,7831125,5573166,951459,2499666,15876,0
go-kaptinlin,0.9.2,lerna,5285500,4646208,2236959,804916,17780,0
go-kaptinlin,0.9.2,lerna-invalid,6603667,4988959,2432792,372000,17848,0
go-kaptinlin,0.9.2,nest-cli,15943042,12539333,3193375,1181709,19840,0
go-kaptinlin,0.9.2,nest-cli-invalid,16221083,12978083,3660542,1048583,17828,0
go-kaptinlin,0.9.2,omnisharp,13969875,11303250,4693958,742458,18452,0
go-kaptinlin,0.9.2,omnisharp-invalid,15918167,13680292,4917292,620084,19252,0
go-kaptinlin,0.9.2,pre-commit-hooks,40033959,37577500,4148416,339167,17456,0
go-kaptinlin,0.9.2,pre-commit-hooks-invalid,38799208,41410833,5135750,664083,20464,0
go-kaptinlin,0.9.2,pulumi,28381708,27024583,9430834,489208,26308,0
go-kaptinlin,0.9.2,pulumi-invalid,29049250,28079083,9662833,733125,26492,0
go-kaptinlin,0.9.2,semantic-release,13564500,10825625,4406875,300958,17644,0
go-kaptinlin,0.9.2,semantic-release-invalid,15178292,12589541,4531125,490708,19704,0
go-kaptinlin,0.9.2,stale,15120958,11308542,3116375,717584,17872,0
go-kaptinlin,0.9.2,stale-invalid,17320958,12957125,3805958,365750,16268,0
go-kaptinlin,0.9.2,stylecop-rmUniqueItems,13603041,10844583,4621500,506750,20424,0
go-kaptinlin,0.9.2,stylecop-rmUniqueItems-invalid,15034709,12391292,4656709,857542,18192,0
go-kaptinlin,0.9.2,tmuxinator,6228167,4527167,2245041,564083,15996,0
go-kaptinlin,0.9.2,tmuxinator-invalid,5482541,4342958,2467958,343666,17788,0
go-kaptinlin,0.9.2,ui5,32834333,29864375,4041167,7240375,30804,0
go-kaptinlin,0.9.2,ui5-invalid,31993000,28648792,3921458,7094375,26628,0
go-kaptinlin,0.9.2,unreal-engine-uproject-rmUniqueItems,19747958,16040292,3532125,791334,19320,0
go-kaptinlin,0.9.2,unreal-engine-uproject-rmUniqueItems-invalid,20849750,17115250,3793584,555042,18116,0
go-kaptinlin,0.9.2,vercel,22272250,18837084,3441791,2138333,20108,0
go-kaptinlin,0.9.2,vercel-invalid,21902125,18731333,3276791,1844041,20352,0
go-kaptinlin,0.9.2,yamllint,2509708,2743209,4004458,596708,19596,0
go-kaptinlin,0.9.2,yamllint-invalid,2951458,2754375,4368791,386416,19692,0
go-kaptinlin,0.9.2,zschema-advanced-rmUniqueItems-invalid,401929834,418381459,46448167,666625,81192,0
go-kaptinlin,0.9.2,zschema-advanced-rmUniqueItems-valid,394692584,395661333,27994208,559083,62100,0
go-kaptinlin,0.9.2,zschema-basic-rmUniqueItems-invalid,7710875,6675542,4934458,260375,17592,0
go-kaptinlin,0.9.2,zschema-basic-rmUniqueItems-valid,7740083,6130459,4691042,493375,17624,0
go-katydid-auto-json,,ajv-cosmicrealms-rmUniqueItems-invalid,35349667,31176625,0,387478208,118420,0
go-katydid-auto-json,,ajv-cosmicrealms-rmUniqueItems-valid,44887333,40627375,0,377409917,126804,0
go-katydid-auto-json,,ansible-meta,4924334,860000,0,84443792,45188,0
go-katydid-auto-json,,ansible-meta-invalid,4643291,702042,0,84652500,45084,0
go-katydid-auto-json,,aws-cdk,1055042,990708,0,453500,20068,0
go-katydid-auto-json,,aws-cdk-invalid,582750,505500,0,389000,15576,0
go-katydid-auto-json,,babelrc,655334,585334,0,5500958,20864,0
go-katydid-auto-json,,babelrc-invalid,780917,683209,0,5906959,20992,0
go-katydid-auto-json,,clang-format,245792,155750,0,86037792,30264,0
go-katydid-auto-json,,clang-format-invalid,252666,138667,0,83194875,29864,0
go-katydid-auto-json,,cmake-presets,11582375,10698917,0,5204084794,582628,0
go-katydid-auto-json,,cmake-presets-invalid,9043625,8741625,0,5221250961,571780,0
go-katydid-auto-json,,code-climate,3124500,2994375,0,2070833,18404,0
go-katydid-auto-json,,code-climate-invalid,4072250,4010709,0,1810167,20440,0
go-katydid-auto-json,,cypress,1273875,1210042,0,19507000,21384,0
go-katydid-auto-json,,cypress-invalid,856458,759250,0,20385292,23660,0
go-katydid-auto-json,,deno-rmUniqueItems,2592083,2420750,0,3081375,21080,0
go-katydid-auto-json,,deno-rmUniqueItems-invalid,1459875,1336833,0,3092750,20844,0
go-katydid-auto-json,,dependabot,1876500,1801875,0,4189458,19172,0
go-katydid-auto-json,,dependabot-invalid,1682250,1532417,0,4050958,21276,0
go-katydid-auto-json,,draft-04-rmUniqueItems,22890792,22978334,0,28725875,31456,0
go-katydid-auto-json,,draft-04-rmUniqueItems-invalid,14950500,14786834,0,29624625,31784,0
go-katydid-auto-json,,example-address-invalid,7577750,6739875,0,6903833,21116,0
go-katydid-auto-json,,example-address-valid,7879333,6527250,0,7598792,20988,0
go-katydid-auto-json,,example-blogpost-invalid,18433250,17568041,0,1824625,22744,0
go-katydid-auto-json,,example-blogpost-valid,17285500,16604792,0,1999458,20476,0
go-katydid-auto-json,,example-calendar-invalid,18296000,16982583,0,2092375,26844,0
go-katydid-auto-json,,example-calendar-valid,12159792,11505834,0,1675334,20520,0
go-katydid-auto-json,,example-devicetype-invalid,10907417,10879166,0,337101376,70344,0
go-katydid-auto-json,,example-devicetype-valid,5820209,5813417,0,340720917,64004,0
go-katydid-auto-json,,example-health-record-invalid,23920875,22414167,0,1954667,27008,0
go-katydid-auto-json,,example-health-record-valid,21521209,20841625,0,1933500,22648,0
go-katydid-auto-json,,example-job-posting-invalid,12050875,10930791,0,2150916,22740,0
go-katydid-auto-json,,example-job-posting-valid,7759708,7541708,0,2331875,20592,0
go-katydid-auto-json,,example-movie-invalid,14120458,13213375,0,1703833,26552,0
go-katydid-auto-json,,example-movie-valid,9278000,9045834,0,1357709,20452,0
go-katydid-auto-json,,example-userprofile-invalid,13850541,12779667,0,1090041,22628,0
go-katydid-auto-json,,example-userprofile-valid,10001458,9886750,0,564416,18156,0
go-katydid-auto-json,,fabric-mod,2435333,2510791,0,6506333,21268,0
go-katydid-auto-json,,fabric-mod-invalid,2066209,1911708,0,6776000,21232,0
go-katydid-auto-json,,geojson,164818583,164415500,0,127065405724,2287180,0
go-katydid-auto-json,,geojson-invalid,118048000,118002917,0,126595542307,2294700,0
go-katydid-auto-json,,gitpod-configuration,1570042,1491334,0,11862917,27712,0
go-katydid-auto-json,,gitpod-configuration-invalid,1467042,1378333,0,12796083,23808,0
go-katydid-auto-json,,importmap,1173375,1061542,0,317750,18024,0
go-katydid-auto-json,,importmap-invalid,1145208,1113458,0,242208,18020,0
go-katydid-auto-json,,jasmine,679375,609250,0,5923542,21032,0
go-katydid-auto-json,,jasmine-invalid,857375,756041,0,6013958,18988,0
go-katydid-auto-json,,jsck-complex-invalid,7777166,7650917,0,3330959,20920,0
go-katydid-auto-json,,jsck-complex-valid,12473167,11773792,0,3499500,23064,0
go-katydid-auto-json,,jsck-medium-invalid,19153834,17655125,0,2712125,24948,0
go-katydid-auto-json,,jsck-medium-valid,21076541,19559083,0,2545500,22912,0
go-katydid-auto-json,,jsconfig-rmUniqueItems,1291333,1162041,0,2023873335,299952,0
go-katydid-auto-json,,jsconfig-rmUniqueItems-invalid,1144917,1010500,0,2019901667,299984,0
go-katydid-auto-json,,jshintrc,2494833,2440083,0,5033125,21168,0
go-katydid-auto-json,,jshintrc-invalid,1989209,1905167,0,4864209,20852,0
go-katydid-auto-json,,katydid-conf-invalid,13010625,12185625,0,2202291,20592,0
go-katydid-auto-json,,katydid-conf-valid,16756000,16225126,0,2061625,22616,0
go-katydid-auto-json,,lazygit-rmUniqueItems,569958,367000,0,1012067917,165760,0
go-katydid-auto-json,,lazygit-rmUniqueItems-invalid,492916,291583,0,1017095834,167644,0
go-katydid-auto-json,,lerna,896000,784584,0,1495167,18728,0
go-katydid-auto-json,,lerna-invalid,876625,816583,0,1599125,18312,0
go-katydid-auto-json,,nest-cli,1137500,1067167,0,22100375,30108,0
go-katydid-auto-json,,nest-cli-invalid,1104625,1002458,0,20185334,30080,0
go-katydid-auto-json,,omnisharp,1639250,1558417,0,4274792,21284,0
go-katydid-auto-json,,omnisharp-invalid,1598792,1509416,0,4554042,23392,0
go-katydid-auto-json,,pre-commit-hooks,3251708,1906333,0,3150625,29508,0
go-katydid-auto-json,,pre-commit-hooks-invalid,3057416,1571750,0,3130625,29336,0
go-katydid-auto-json,,pulumi,3508541,3553333,0,4969958,23100,0
go-katydid-auto-json,,pulumi-invalid,3221375,3125584,0,4990250,21108,0
go-katydid-auto-json,,semantic-release,1274042,1168250,0,1034916,18280,0
go-katydid-auto-json,,semantic-release-invalid,1165208,1087125,0,1652500,20352,0
go-katydid-auto-json,,stale,1061958,986500,0,2715958,16504,0
go-katydid-auto-json,,stale-invalid,1279791,1282542,0,2994042,18548,0
go-katydid-auto-json,,stylecop-rmUniqueItems,1609917,1492625,0,5652125,23532,0
go-katydid-auto-json,,stylecop-rmUniqueItems-invalid,1359500,1264792,0,5718125,23452,0
go-katydid-auto-json,,tmuxinator,876125,824708,0,1913750,20728,0
go-katydid-auto-json,,tmuxinator-invalid,674958,603000,0,1449416,18664,0
go-katydid-auto-json,,ui5,26182041,8573791,0,12450917,35232,0
go-katydid-auto-json,,ui5-invalid,53291834,10446125,0,12935459,66448,0
go-katydid-auto-json,,unreal-engine-uproject-rmUniqueItems,1796791,1709334,0,2708250,18740,0
go-katydid-auto-json,,unreal-engine-uproject-rmUniqueItems-invalid,1533583,1395500,0,2866541,20600,0
go-katydid-auto-json,,vercel,1341458,1092083,0,595471458,396624,0
go-katydid-auto-json,,vercel-invalid,1046125,872708,0,588861208,365352,0
go-katydid-auto-json,,yamllint,1139000,976791,0,416041,15588,0
go-katydid-auto-json,,yamllint-invalid,1128500,1024291,0,363458,15576,0
go-katydid-auto-json,,zschema-advanced-rmUniqueItems-invalid,22905167,21575167,0,1702166,24944,0
go-katydid-auto-json,,zschema-advanced-rmUniqueItems-valid,24258000,22348416,0,2207542,22492,0
go-katydid-auto-json,,zschema-basic-rmUniqueItems-invalid,1783834,1699750,0,1819667,18500,0
go-katydid-auto-json,,zschema-basic-rmUniqueItems-valid,2093084,1922958,0,1859125,18392,0
go-katydid-auto-reflect,,ajv-cosmicrealms-rmUniqueItems-invalid,33439583,28358208,54193917,380497875,122792,0
go-katydid-auto-reflect,,ajv-cosmicrealms-rmUniqueItems-valid,52333292,49616000,42717041,390493458,126972,0
go-katydid-auto-reflect,,ansible-meta,12979625,5448750,749875,83922042,49516,0
go-katydid-auto-reflect,,ansible-meta-invalid,15925250,6186542,807334,86288041,51552,0
go-katydid-auto-reflect,,aws-cdk,398791,391125,3257250,731375,20460,0
go-katydid-auto-reflect,,aws-cdk-invalid,220042,204375,2426458,707208,18444,0
go-katydid-auto-reflect,,babelrc,629208,1097792,1031625,5430292,21424,0
go-katydid-auto-reflect,,babelrc-invalid,564042,527084,2092583,5302083,21432,0
go-katydid-auto-reflect,,clang-format,243791,226417,376583,87218958,30300,0
go-katydid-auto-reflect,,clang-format-invalid,129917,93958,413750,84601541,32464,0
go-katydid-auto-reflect,,cmake-presets,14108583,13813500,17956916,5176783794,576324,0
go-katydid-auto-reflect,,cmake-presets-invalid,10267000,9572875,15917583,5200328878,578556,0
go-katydid-auto-reflect,,code-climate,2960916,2509666,7557791,2204833,27484,0
go-katydid-auto-reflect,,code-climate-invalid,3964666,3641000,9522875,2088542,31664,0
go-katydid-auto-reflect,,cypress,723334,700709,2994500,20130791,23768,0
go-katydid-auto-reflect,,cypress-invalid,762167,719250,1992208,19840250,23644,0
go-katydid-auto-reflect,,deno-rmUniqueItems,1807584,1805167,6784833,3341625,23528,0
go-katydid-auto-reflect,,deno-rmUniqueItems-invalid,1176666,1091292,3744083,3570042,19448,0
go-katydid-auto-reflect,,dependabot,2698166,2664250,3417875,4205792,23392,0
go-katydid-auto-reflect,,dependabot-invalid,1571708,1472542,3794750,4328542,21216,0
go-katydid-auto-reflect,,draft-04-rmUniqueItems,26710166,26072417,48674500,31102625,86688,0
go-katydid-auto-reflect,,draft-04-rmUniqueItems-invalid,14593750,14819375,50229417,28616042,67756,0
go-katydid-auto-reflect,,example-address-invalid,9200250,7508292,11890041,6969542,29748,0
go-katydid-auto-reflect,,example-address-valid,7989917,7929292,12990500,7558084,29708,0
go-katydid-auto-reflect,,example-blogpost-invalid,12506666,11274375,37070166,1660750,48172,0
go-katydid-auto-reflect,,example-blogpost-valid,18489500,19955625,24657458,2620542,41980,0
go-katydid-auto-reflect,,example-calendar-invalid,10774083,8745583,45675750,1926625,52604,0
go-katydid-auto-reflect,,example-calendar-valid,17133625,13911084,20489792,1787500,39932,0
go-katydid-auto-reflect,,example-devicetype-invalid,6301583,6181208,27386125,340692833,67960,0
