implementation,version,name,cold_ns,warm_ns,parse_ns,compile_ns,memory,exit_status
ajv-bun,v8.20.0,jshintrc,3148125,678875,1822500,17959750,112784,0
ajv-bun,v8.20.0,jshintrc-invalid,3213333,381958,2359375,17834500,121408,0
ajv-bun,v8.20.0,katydid-conf-invalid,4484750,737667,12992708,21150250,129488,0
ajv-bun,v8.20.0,katydid-conf-valid,5152125,894083,15224958,20473250,131840,0
ajv-bun,v8.20.0,lazygit-rmUniqueItems,12927292,390791,392708,39323792,204308,0
ajv-bun,v8.20.0,lazygit-rmUniqueItems-invalid,8949417,170375,745958,40794458,197908,0
ajv-bun,v8.20.0,lerna,1344709,140625,815750,15274917,97268,0
ajv-bun,v8.20.0,lerna-invalid,1652875,80750,1112792,14926416,108720,0
ajv-bun,v8.20.0,nest-cli,2392083,195833,964500,22202417,123128,0
ajv-bun,v8.20.0,nest-cli-invalid,2408250,126416,1251167,20501209,127232,0
ajv-bun,v8.20.0,omnisharp,3421708,334167,1304542,19488125,128932,0
ajv-bun,v8.20.0,omnisharp-invalid,3422209,232542,1657708,19529958,127720,0
ajv-bun,v8.20.0,pre-commit-hooks,3896125,1130042,1557708,19019625,118736,0
ajv-bun,v8.20.0,pre-commit-hooks-invalid,2523625,417458,2367041,18339167,124416,0
ajv-bun,v8.20.0,pulumi,4711334,621000,3543625,18763833,144536,0
ajv-bun,v8.20.0,pulumi-invalid,3709458,553000,4731583,19492208,145768,0
ajv-bun,v8.20.0,semantic-release,1611209,261417,1147541,16123000,114992,0
ajv-bun,v8.20.0,semantic-release-invalid,1624459,132208,1569709,15818875,119176,0
ajv-bun,v8.20.0,stale,1884041,107041,856250,15594833,98176,0
ajv-bun,v8.20.0,stale-invalid,1591459,64958,1290208,15609750,110560,0
ajv-bun,v8.20.0,stylecop-rmUniqueItems,2552125,331083,1006791,17213166,107824,0
ajv-bun,v8.20.0,stylecop-rmUniqueItems-invalid,2933042,199375,1737125,16008250,119344,0
ajv-bun,v8.20.0,tmuxinator,1577416,101291,739625,16264625,114744,0
ajv-bun,v8.20.0,tmuxinator-invalid,1279000,78791,962958,15812625,96960,0
ajv-bun,v8.20.0,ui5,46788875,876750,1104792,109253667,229060,0
ajv-bun,v8.20.0,ui5-invalid,44973667,791958,1306792,112825791,227456,0
ajv-bun,v8.20.0,unreal-engine-uproject-rmUniqueItems,2229209,165750,864375,18654041,114992,0
ajv-bun,v8.20.0,unreal-engine-uproject-rmUniqueItems-invalid,2076708,183708,1392792,20279875,118816,0
ajv-bun,v8.20.0,vercel,12618000,421417,710958,33548958,202704,0
ajv-bun,v8.20.0,vercel-invalid,12294166,399042,1184750,32821375,203316,0
ajv-bun,v8.20.0,yamllint,422667,58417,1003583,13473792,91000,0
ajv-bun,v8.20.0,yamllint-invalid,517834,36417,1231875,13178500,100872,0
ajv-bun,v8.20.0,zschema-advanced-rmUniqueItems-invalid,11320833,3262917,26722292,16999541,171876,0
ajv-bun,v8.20.0,zschema-advanced-rmUniqueItems-valid,14723292,5696250,13160375,16256625,144144,0
ajv-bun,v8.20.0,zschema-basic-rmUniqueItems-invalid,947417,95083,2899792,14043833,86136,0
ajv-bun,v8.20.0,zschema-basic-rmUniqueItems-valid,928833,157541,2711667,13505208,80568,0
blaze,bcc61aee,ajv-cosmicrealms-rmUniqueItems-invalid,5220791,3662750,40308917,794625,52732,0
blaze,bcc61aee,ajv-cosmicrealms-rmUniqueItems-valid,10100875,8920542,31929875,545833,42036,0
blaze,bcc61aee,ansible-meta,155292,100334,1065750,14447750,9756,0
blaze,bcc61aee,ansible-meta-invalid,101958,35000,873958,14630208,10020,0
blaze,bcc61aee,aws-cdk,47833,22666,2271459,344667,8436,0
blaze,bcc61aee,aws-cdk-invalid,30750,7708,1401125,355959,6428,0
blaze,bcc61aee,babelrc,68625,46375,1230916,1665500,6376,0
blaze,bcc61aee,babelrc-invalid,66666,32958,2198500,1639792,6636,0
blaze,bcc61aee,clang-format,95167,62791,575833,10122666,7656,0
blaze,bcc61aee,clang-format-invalid,54500,23583,685833,9762292,7852,0
blaze,bcc61aee,cmake-presets,2585083,1814125,14138375,14206958,27788,0
blaze,bcc61aee,cmake-presets-invalid,1359042,883750,14226834,14182791,27864,0
blaze,bcc61aee,code-climate,234833,79958,5797959,1443542,11476,0
blaze,bcc61aee,code-climate-invalid,249791,125542,6483167,1416792,12940,0
blaze,bcc61aee,cypress,149792,83709,3149625,2157000,9028,0
blaze,bcc61aee,cypress-invalid,73625,35208,1900041,2379875,7360,0
blaze,bcc61aee,deno-rmUniqueItems,247125,109833,4271875,3836625,12296,0
blaze,bcc61aee,deno-rmUniqueItems-invalid,158208,53208,2546292,3850291,9636,0
blaze,bcc61aee,dependabot,213792,144209,3004584,2235875,8708,0
blaze,bcc61aee,dependabot-invalid,116334,68417,2682625,2114250,8596,0
blaze,bcc61aee,draft-04-rmUniqueItems,3264334,2775209,32409834,1380750,52140,0
blaze,bcc61aee,draft-04-rmUniqueItems-invalid,1228125,859166,29436958,1612708,47792,0
blaze,bcc61aee,example-address-invalid,210875,106958,7507875,328625,15120,0
blaze,bcc61aee,example-address-valid,871375,730084,10261458,346417,15708,0
blaze,bcc61aee,example-blogpost-invalid,1831375,1509625,28434875,536250,38404,0
blaze,bcc61aee,example-blogpost-valid,2735458,2310667,19944833,535625,26692,0
blaze,bcc61aee,example-calendar-invalid,1695167,1144167,30611667,545625,44456,0
blaze,bcc61aee,example-calendar-valid,2490625,2017458,15314792,699375,23604,0
blaze,bcc61aee,example-devicetype-invalid,752250,486208,18653500,672208,29172,0
blaze,bcc61aee,example-devicetype-valid,834750,691500,6490750,714291,13308,0
blaze,bcc61aee,example-health-record-invalid,2261959,1571666,36194875,603583,48252,0
blaze,bcc61aee,example-health-record-valid,2965125,2633500,24376084,574834,31364,0
blaze,bcc61aee,example-job-posting-invalid,878833,528833,19471833,336375,30036,0
blaze,bcc61aee,example-job-posting-valid,1368333,857917,9426459,367917,16784,0
blaze,bcc61aee,example-movie-invalid,947250,476542,24660667,324125,35832,0
blaze,bcc61aee,example-movie-valid,1445833,933292,10649750,385542,16760,0
blaze,bcc61aee,example-userprofile-invalid,887125,601292,21630084,291292,34008,0
blaze,bcc61aee,example-userprofile-valid,1695666,1344709,10140208,353458,16456,0
blaze,bcc61aee,fabric-mod,403750,300333,3360417,2479083,10128,0
blaze,bcc61aee,fabric-mod-invalid,351083,133000,3908167,2451292,10604,0
blaze,bcc61aee,geojson,6752500,5536375,168796917,9821083,252224,0
blaze,bcc61aee,geojson-invalid,3818166,2885959,167906833,9820083,252316,0
blaze,bcc61aee,gitpod-configuration,217291,98958,2237500,3921208,8736,0
blaze,bcc61aee,gitpod-configuration-invalid,188834,45291,2679542,3760167,8960,0
blaze,bcc61aee,importmap,38625,14333,1816416,315250,7844,0
blaze,bcc61aee,importmap-invalid,58833,9083,2536125,289292,8344,0
blaze,bcc61aee,jasmine,288458,50000,705292,901542,6124,0
blaze,bcc61aee,jasmine-invalid,45292,19750,1372209,829166,6684,0
blaze,bcc61aee,jsck-complex-invalid,1319083,1039083,10840750,1460083,21808,0
blaze,bcc61aee,jsck-complex-valid,3474292,2841042,13069709,1571500,24072,0
blaze,bcc61aee,jsck-medium-invalid,1452209,698875,30630292,631250,40276,0
blaze,bcc61aee,jsck-medium-valid,3482209,3336125,24307417,591541,33148,0
blaze,bcc61aee,jsconfig-rmUniqueItems,255125,163667,1631083,11965208,10268,0
blaze,bcc61aee,jsconfig-rmUniqueItems-invalid,135291,136083,2128959,9845667,10380,0
blaze,bcc61aee,jshintrc,589167,476167,3535792,2516709,8980,0
blaze,bcc61aee,jshintrc-invalid,268792,153834,3038834,2087959,9672,0
blaze,bcc61aee,katydid-conf-invalid,655292,561708,18969542,645542,25888,0
blaze,bcc61aee,katydid-conf-valid,1007708,822084,22009042,579417,28600,0
blaze,bcc61aee,lazygit-rmUniqueItems,137250,57792,610584,19455041,11996,0
blaze,bcc61aee,lazygit-rmUniqueItems-invalid,66833,19416,757584,19595208,12012,0
blaze,bcc61aee,lerna,176417,59750,1391417,1368791,6504,0
blaze,bcc61aee,lerna-invalid,141833,35208,2413958,1312500,6856,0
blaze,bcc61aee,nest-cli,130417,82042,1971375,3989083,8048,0
blaze,bcc61aee,nest-cli-invalid,101125,39625,3388625,4095417,8492,0
blaze,bcc61aee,omnisharp,396791,262041,2389167,4290250,9544,0
blaze,bcc61aee,omnisharp-invalid,212375,124875,2623458,3455625,10072,0
blaze,bcc61aee,pre-commit-hooks,375208,218833,2862334,2596042,8944,0
blaze,bcc61aee,pre-commit-hooks-invalid,184875,93375,3241833,2616541,9356,0
blaze,bcc61aee,pulumi,477916,323208,5754000,2189459,12232,0
blaze,bcc61aee,pulumi-invalid,247792,117500,6180417,2172209,12952,0
blaze,bcc61aee,semantic-release,129000,41875,2448042,1269416,7532,0
blaze,bcc61aee,semantic-release-invalid,102042,34208,3799708,983500,7824,0
blaze,bcc61aee,stale,99625,72500,1490667,984708,7376,0
blaze,bcc61aee,stale-invalid,71875,33959,2656458,990833,7544,0
blaze,bcc61aee,stylecop-rmUniqueItems,187083,118416,2641208,3310000,9340,0
blaze,bcc61aee,stylecop-rmUniqueItems-invalid,125292,51333,2635500,3174417,9504,0
blaze,bcc61aee,tmuxinator,63542,63375,1670959,1009125,6920,0
blaze,bcc61aee,tmuxinator-invalid,55833,9916,2005792,1509125,6964,0
blaze,bcc61aee,ui5,339375,232333,3799750,29825083,18732,0
blaze,bcc61aee,ui5-invalid,228583,149875,3706667,28122500,18788,0
blaze,bcc61aee,unreal-engine-uproject-rmUniqueItems,162250,135042,2508208,2232167,8624,0
blaze,bcc61aee,unreal-engine-uproject-rmUniqueItems-invalid,152625,66833,2674459,3493708,8908,0
blaze,bcc61aee,vercel,216375,125667,2285500,7034042,10416,0
blaze,bcc61aee,vercel-invalid,126917,54750,2298708,8073375,10452,0
blaze,bcc61aee,yamllint,30167,5125,3590084,448000,7428,0
blaze,bcc61aee,yamllint-invalid,28625,7667,2906000,360458,7708,0
blaze,bcc61aee,zschema-advanced-rmUniqueItems-invalid,1959500,1412125,34735541,1166625,46928,0
blaze,bcc61aee,zschema-advanced-rmUniqueItems-valid,3314667,2944333,23088917,1147958,30928,0
blaze,bcc61aee,zschema-basic-rmUniqueItems-invalid,88000,25833,3474750,385250,8576,0
blaze,bcc61aee,zschema-basic-rmUniqueItems-valid,155542,52000,3506459,395459,8500,0
boon,0.6,ajv-cosmicrealms-rmUniqueItems-invalid,18219708,16429917,39709125,5373459,48280,0
boon,0.6,ajv-cosmicrealms-rmUniqueItems-valid,16504417,15052459,31473459,5381500,41116,0
boon,0.6,ansible-meta,11237584,7919791,865708,14490000,4516,0
boon,0.6,ansible-meta-invalid,10237917,6752000,1200333,17004250,4688,0
boon,0.6,aws-cdk,189834,143625,2557667,3169750,5820,0
boon,0.6,aws-cdk-invalid,203709,179834,1091042,4735750,3856,0
boon,0.6,babelrc,395208,293875,1292375,5761084,4268,0
boon,0.6,babelrc-invalid,673417,532084,1484833,6268291,4520,0
boon,0.6,clang-format,131750,84625,323542,17653833,3524,0
boon,0.6,clang-format-invalid,150416,103958,338625,17923041,3520,0
boon,0.6,cmake-presets,94857584,92136917,13746125,31491000,27976,0
boon,0.6,cmake-presets-invalid,120682250,115926125,13304791,31667416,28220,0
boon,0.6,code-climate,907750,456292,7938791,5689459,17084,0
boon,0.6,code-climate-invalid,3403875,2001875,8838667,5734250,19512,0
boon,0.6,cypress,416875,347541,3116750,8312416,8012,0
boon,0.6,cypress-invalid,690000,594958,1068917,8219041,4300,0
boon,0.6,deno-rmUniqueItems,717541,489875,5117166,9637875,9976,0
boon,0.6,deno-rmUniqueItems-invalid,825417,709083,2447083,9521125,6488,0
boon,0.6,dependabot,1111208,1209834,3366042,6869834,8372,0
boon,0.6,dependabot-invalid,1272792,1100083,3306917,6531250,8532,0
boon,0.6,draft-04-rmUniqueItems,12663791,10667417,33674125,5762792,59064,0
boon,0.6,draft-04-rmUniqueItems-invalid,13936875,12017542,31890875,4675292,55188,0
boon,0.6,example-address-invalid,5301666,4431458,8619709,4426209,12292,0
boon,0.6,example-address-valid,4294708,3576250,9077625,3406875,12560,0
boon,0.6,example-blogpost-invalid,9754958,8947500,26028667,5168292,33300,0
boon,0.6,example-blogpost-valid,7933625,7348416,18902625,4984750,25108,0
boon,0.6,example-calendar-invalid,6964667,6697750,27653292,5044375,33940,0
boon,0.6,example-calendar-valid,6078584,5285458,16790167,4984625,20112,0
boon,0.6,example-devicetype-invalid,11061375,10008375,16370083,4681417,22680,0
boon,0.6,example-devicetype-valid,8281000,7398417,7183208,3649209,11416,0
boon,0.6,example-health-record-invalid,23948125,21554333,33431500,5057375,40084,0
boon,0.6,example-health-record-valid,10146666,9663459,25020625,3643417,27928,0
boon,0.6,example-job-posting-invalid,4594333,4241167,17501458,4589334,21648,0
boon,0.6,example-job-posting-valid,4375458,3713500,8946583,4863292,12420,0
boon,0.6,example-movie-invalid,5479375,5074958,21163167,3379625,26680,0
boon,0.6,example-movie-valid,4374500,3939000,10724709,4960125,14456,0
boon,0.6,example-userprofile-invalid,5546458,4972959,20371000,3111167,24848,0
boon,0.6,example-userprofile-valid,4662750,3960583,10447750,3202250,14220,0
boon,0.6,fabric-mod,2039500,1767250,3488334,7552500,8144,0
boon,0.6,fabric-mod-invalid,2459542,2089166,3616000,7430959,8400,0
boon,0.6,geojson,485675625,475688001,157870458,16763209,272596,0
boon,0.6,geojson-invalid,537137000,548598458,158160291,16867459,326788,0
boon,0.6,gitpod-configuration,591166,495667,2307792,7780125,6348,0
boon,0.6,gitpod-configuration-invalid,785875,685375,2515333,7652667,6732,0
boon,0.6,importmap,476958,407334,2112291,4870250,5260,0
boon,0.6,importmap-invalid,1028125,554083,2470667,4840958,5516,0
boon,0.6,jasmine,520208,455625,949292,5355792,3864,0
boon,0.6,jasmine-invalid,4692209,3333583,1194708,4895875,3992,0
boon,0.6,jsck-complex-invalid,11428792,10565875,11603291,6270500,21944,0
boon,0.6,jsck-complex-valid,11279958,10324458,13136750,5838208,25012,0
boon,0.6,jsck-medium-invalid,14060583,12277875,30943666,3802167,54552,0
boon,0.6,jsck-medium-valid,10263167,7969417,28093333,4909750,52120,0
boon,0.6,jsconfig-rmUniqueItems,1364542,1087292,1640334,21426875,6372,0
boon,0.6,jsconfig-rmUniqueItems-invalid,1533375,1369375,1601292,21303333,6580,0
boon,0.6,jshintrc,867667,698250,2932208,7108916,6220,0
boon,0.6,jshintrc-invalid,1053375,882416,3010791,7599500,6732,0
boon,0.6,katydid-conf-invalid,12189708,10444083,20565500,4815542,32404,0
boon,0.6,katydid-conf-valid,9326792,7691000,22306416,5058250,35604,0
boon,0.6,lazygit-rmUniqueItems,352083,254708,665333,27052125,4480,0
boon,0.6,lazygit-rmUniqueItems-invalid,511625,400875,721667,27223375,4660,0
boon,0.6,lerna,346458,295458,1333375,5230750,4516,0
boon,0.6,lerna-invalid,487375,436916,1397417,5517958,4644,0
boon,0.6,nest-cli,672458,611500,1935666,8818333,6000,0
boon,0.6,nest-cli-invalid,944042,847708,2050625,8968167,6256,0
boon,0.6,omnisharp,997959,785584,2800542,7489458,6892,0
boon,0.6,omnisharp-invalid,1493125,1345834,2834916,7681459,6924,0
boon,0.6,pre-commit-hooks,1545250,1407125,2562291,6858667,5436,0
boon,0.6,pre-commit-hooks-invalid,1716542,1562208,2642667,6476125,5740,0
